route_id,origin_lat,origin_lon,dest_lat,dest_lon,waypoint_count,route_length_km,avg_altitude_m,max_altitude_m,uav_model,max_range_km,max_speed_ms,payload_capacity_kg,battery_capacity_kwh,energy_consumption_kwh_per_km,delivery_time_min,energy_consumed_kwh,restricted_zone_crossings,constraint_violation,optimization_target_met,delivery_priority,airspace_density,weather_risk_score
RT-00947,30.270715,119.998992,30.163003,120.182699,8,21.36,80.1,123.1,ZTO UAV,45.5,18.2,28.1,8.20,0.141,103.0,3.00,2,0,0,普通,29.4,0.444
RT-00948,30.113262,120.257753,30.432990,119.927333,3,47.71,193.6,238.7,SF UAS,46.1,14.4,19.0,8.84,0.185,285.4,8.81,5,1,0,加急,18.5,0.192
RT-00949,30.244443,120.281254,30.194309,119.902410,9,36.87,187.0,222.7,Meituan UAV,27.3,19.2,24.1,4.09,0.204,167.1,7.51,4,1,0,紧急,29.7,0.065
RT-00950,30.254919,120.144021,30.194087,120.265535,11,13.51,76.5,128.5,Meituan UAV,18.4,18.0,17.4,8.23,0.295,65.7,3.98,4,1,0,普通,17.2,0.578
RT-00951,30.162132,119.964659,30.006777,119.985136,5,17.41,93.3,113.8,Meituan UAV,36.4,22.8,9.5,3.76,0.081,68.5,1.42,1,0,0,紧急,5.8,0.523
RT-00952,30.047575,120.349836,30.425953,119.940214,3,57.67,174.3,189.9,DJI FlyCart 30,37.6,11.7,16.3,1.54,0.180,425.9,10.39,2,0,0,普通,2.4,0.575
RT-00953,30.272691,120.025535,30.339626,120.092014,11,9.82,125.8,157.4,SF UAS,49.8,17.3,20.1,5.83,0.241,50.4,2.36,0,0,0,医疗物资,42.5,0.926
RT-00954,30.357088,120.333352,30.324941,120.164989,13,16.57,117.8,162.1,DJI FlyCart 30,29.9,11.8,3.3,5.75,0.094,122.0,1.56,5,1,0,紧急,42.6,0.237
RT-00955,30.344042,120.178979,30.318763,120.245146,11,6.95,118.6,145.9,Meituan UAV,30.4,12.3,24.4,6.83,0.281,52.7,1.95,5,1,0,医疗物资,21.8,0.472
RT-00956,30.101816,119.975399,30.285524,120.009627,3,20.71,59.2,63.2,EHang Falcon,47.2,12.4,8.1,1.13,0.188,148.3,3.90,1,0,0,紧急,26.2,0.241
RT-00957,30.016393,120.344209,30.061506,119.955620,3,37.78,86.1,95.7,SF UAS,23.9,11.3,8.8,1.91,0.214,288.9,8.09,4,1,0,普通,30.0,0.292
RT-00958,30.004655,120.083151,30.327115,119.957298,3,37.88,68.4,120.6,Meituan UAV,18.6,20.5,29.7,5.58,0.180,159.2,6.83,1,0,0,普通,16.9,0.377
RT-00959,30.415265,120.233807,30.445450,120.321208,13,9.04,158.2,198.5,Meituan UAV,41.1,11.9,12.2,7.51,0.189,69.7,1.71,0,0,0,加急,11.9,0.354
RT-00960,30.385395,120.153611,30.028032,120.326861,2,43.13,104.6,114.0,DJI FlyCart 30,28.6,16.2,21.3,4.23,0.110,231.5,4.73,0,0,0,医疗物资,5.3,0.287
RT-00961,30.018301,120.278647,30.424279,119.946478,7,55.35,56.4,122.0,ZTO UAV,38.9,12.3,28.0,2.91,0.292,390.2,16.18,0,0,0,加急,26.3,0.372
RT-00962,30.343749,119.960787,30.114809,120.022577,7,26.17,91.3,128.6,SF UAS,41.6,10.1,27.6,8.99,0.226,222.5,5.93,1,0,0,医疗物资,30.3,0.562
RT-00963,30.257995,120.272338,30.199748,120.311885,8,7.52,150.0,202.0,ZTO UAV,24.8,10.5,14.5,3.88,0.111,65.2,0.83,1,0,0,医疗物资,9.4,0.518
RT-00964,30.157811,120.123102,30.249170,120.310326,15,20.69,158.7,207.4,DJI FlyCart 30,45.1,14.6,18.4,4.66,0.079,122.2,1.64,5,1,0,医疗物资,16.7,0.681
RT-00965,30.398137,120.225905,30.168010,120.215793,10,25.64,99.1,163.6,SF UAS,17.2,13.4,4.2,4.26,0.126,164.6,3.22,1,0,0,加急,42.6,0.747
RT-00966,30.060778,120.051679,30.057284,120.051958,13,0.39,95.8,168.9,EHang Falcon,39.8,23.6,29.5,8.41,0.153,6.2,0.06,0,0,1,医疗物资,6.5,0.714
RT-00967,30.236119,120.153166,30.140733,120.048532,14,14.63,199.7,291.7,Meituan UAV,44.2,14.4,2.6,4.48,0.105,91.6,1.53,0,0,0,加急,31.2,0.896
RT-00968,30.062784,120.145882,30.180114,120.033248,10,16.98,144.4,171.6,Meituan UAV,33.0,25.0,17.9,3.83,0.081,63.1,1.38,3,0,0,紧急,29.1,0.685
RT-00969,30.407229,120.051995,30.449921,120.238689,2,18.54,51.0,96.2,EHang Falcon,39.9,10.4,10.3,1.68,0.229,156.4,4.25,0,0,0,普通,23.7,0.495
RT-00970,30.381168,120.140011,30.238962,120.327540,11,23.99,104.1,148.7,DJI FlyCart 30,49.4,16.3,14.5,5.69,0.266,126.6,6.37,3,0,0,紧急,34.3,0.293
RT-00971,30.191072,120.087929,30.177434,119.969335,8,11.51,56.0,147.3,SF UAS,42.5,16.9,15.1,2.47,0.206,58.3,2.38,2,0,0,紧急,36.5,0.256
RT-00972,30.375357,120.198500,30.216278,120.221207,8,17.84,181.6,189.3,EHang Falcon,18.9,19.7,21.4,4.73,0.280,81.8,4.99,1,0,0,医疗物资,20.6,0.868
RT-00973,30.069114,120.303823,30.280965,120.188244,14,26.07,176.0,229.7,SF UAS,44.4,23.8,7.6,8.42,0.207,97.6,5.41,2,0,0,紧急,26.7,0.150
RT-00974,30.188434,120.233877,30.426330,120.113484,14,28.90,98.1,158.8,Meituan UAV,33.9,17.9,24.3,6.16,0.266,140.0,7.69,1,0,0,加急,40.4,0.439
RT-00975,30.338924,120.284663,30.054440,120.148070,4,34.29,125.1,153.4,SF UAS,40.4,23.7,23.9,9.72,0.283,126.0,9.72,1,0,0,紧急,43.3,0.296
RT-00976,30.060349,119.947633,30.290103,119.924347,11,25.67,55.9,74.3,EHang Falcon,43.4,10.4,14.7,6.05,0.279,215.6,7.18,2,0,0,紧急,2.7,0.315
RT-00977,30.165525,119.922006,30.434626,120.133398,9,36.20,97.4,153.5,ZTO UAV,20.9,21.1,16.2,7.89,0.245,150.7,8.85,2,0,0,普通,27.2,0.868
RT-00978,30.189485,120.091850,30.337680,120.189773,11,18.99,193.6,289.5,SF UAS,37.0,22.0,17.7,4.26,0.104,75.1,1.98,3,0,0,普通,34.7,0.153
RT-00979,30.269330,119.949904,30.076332,120.254159,15,36.32,139.8,174.3,EHang Falcon,11.4,12.0,22.9,9.93,0.258,262.4,9.38,3,0,0,医疗物资,14.4,0.576
RT-00980,30.347175,120.230945,30.165427,120.333547,13,22.51,60.6,80.3,ZTO UAV,40.4,22.7,7.3,2.43,0.124,88.9,2.80,2,0,0,医疗物资,2.0,0.798
RT-00981,30.367484,120.273259,30.189092,120.196776,2,21.18,92.9,119.7,ZTO UAV,16.3,19.5,7.0,8.83,0.149,94.0,3.15,5,1,0,加急,47.3,0.090
RT-00982,30.260432,120.277399,30.174198,120.056367,3,23.33,76.6,113.2,SF UAS,16.3,10.1,26.7,3.39,0.124,199.2,2.89,4,1,0,医疗物资,45.7,0.643
RT-00983,30.142710,120.269578,30.319519,119.912678,14,39.57,72.5,159.9,DJI FlyCart 30,48.7,21.4,1.8,9.22,0.108,162.8,4.29,0,0,0,普通,26.2,0.757
RT-00984,30.362594,119.907178,30.255747,120.260185,13,35.95,178.3,178.7,EHang Falcon,21.8,13.1,29.3,3.92,0.154,238.1,5.54,5,1,0,普通,44.2,0.867
RT-00985,30.144691,120.224357,30.120644,120.266626,9,4.87,128.5,216.0,DJI FlyCart 30,30.4,16.8,26.0,1.39,0.175,25.6,0.85,5,1,0,医疗物资,2.3,0.658
RT-00986,30.147813,120.084726,30.093830,120.303509,3,21.91,65.0,127.2,SF UAS,21.6,19.3,15.1,9.79,0.295,101.4,6.46,1,0,0,紧急,23.6,0.504
RT-00987,30.360158,120.084173,30.249978,120.222330,14,18.08,186.2,285.7,DJI FlyCart 30,29.3,23.5,23.0,5.64,0.185,70.5,3.35,4,1,0,紧急,24.4,0.711
RT-00988,30.318163,120.071822,30.371182,120.231728,6,16.46,159.5,171.4,EHang Falcon,45.0,21.2,24.4,1.09,0.154,70.6,2.54,2,0,0,加急,35.2,0.557
RT-00989,30.275819,120.231055,30.372249,120.296016,12,12.42,86.0,86.9,DJI FlyCart 30,40.3,15.6,18.7,5.92,0.088,68.9,1.09,1,0,0,加急,41.6,0.799
RT-00990,30.259397,120.282843,30.204977,120.269301,10,6.20,184.0,279.4,DJI FlyCart 30,38.2,24.0,16.5,7.14,0.191,25.1,1.18,5,1,0,普通,36.4,0.719
RT-00991,30.192970,119.941219,30.227235,120.169720,6,22.31,161.8,189.5,DJI FlyCart 30,47.0,14.7,22.5,6.69,0.084,134.6,1.87,2,0,0,加急,23.4,0.571
RT-00992,30.123870,120.298792,30.249618,120.087569,11,24.68,146.7,230.0,DJI FlyCart 30,49.1,22.1,6.8,1.65,0.171,98.4,4.22,5,1,0,医疗物资,28.9,0.277
RT-00993,30.401310,120.281071,30.255987,120.179785,9,18.88,77.5,115.3,Meituan UAV,23.6,16.4,17.7,1.75,0.063,100.7,1.18,3,0,0,普通,40.3,0.772
RT-00994,30.221105,120.207159,30.026479,120.069058,14,25.42,76.1,130.7,SF UAS,49.7,13.5,21.7,1.41,0.235,161.6,5.98,1,0,0,加急,35.3,0.110
RT-00995,30.129721,120.136447,30.438098,119.996039,7,36.89,74.5,118.5,DJI FlyCart 30,50.0,16.8,14.6,7.79,0.223,189.7,8.24,0,0,0,紧急,11.2,0.594
RT-00996,30.156213,119.990224,30.168674,119.910626,10,7.79,134.4,152.6,DJI FlyCart 30,41.9,11.2,3.1,2.90,0.183,62.4,1.42,3,0,0,加急,39.8,0.890
RT-00997,30.196478,120.163933,30.404951,120.045288,15,25.86,112.5,145.1,EHang Falcon,39.3,12.5,22.2,3.31,0.282,177.4,7.29,1,0,0,加急,19.2,0.509
RT-00998,30.427728,120.143603,30.093948,120.171540,14,37.25,69.4,136.9,DJI FlyCart 30,33.5,18.4,5.0,9.98,0.071,178.4,2.66,3,0,0,普通,33.1,0.342
RT-00999,30.396372,119.923114,30.068014,120.233353,11,47.19,51.9,57.2,ZTO UAV,21.8,12.0,24.6,2.19,0.157,336.8,7.39,4,1,0,紧急,29.9,0.990
RT-01000,30.399914,119.901629,30.196017,120.038653,9,26.24,73.1,152.2,DJI FlyCart 30,41.9,13.3,9.2,1.28,0.208,172.8,5.47,1,0,0,加急,43.8,0.998
RT-01001,30.071861,119.927735,30.093771,120.202116,14,26.54,76.4,105.3,Meituan UAV,17.1,13.1,6.4,6.08,0.102,178.7,2.71,3,0,0,普通,39.8,0.184
RT-01002,30.145828,120.225189,30.024484,119.950465,3,29.71,105.7,198.5,SF UAS,27.8,21.1,12.7,6.52,0.074,122.8,2.21,4,1,0,紧急,39.8,0.911
RT-01003,30.166072,119.900968,30.429535,120.005620,9,31.01,160.4,207.4,SF UAS,32.8,12.5,14.1,5.04,0.281,214.8,8.70,4,1,0,加急,31.9,0.201
RT-01004,30.298205,120.062938,30.062697,119.908282,12,30.15,100.4,125.4,SF UAS,10.2,15.7,22.3,1.72,0.284,165.9,8.55,5,1,0,紧急,48.9,0.781
RT-01005,30.048307,120.270984,30.267397,119.990384,3,36.39,146.6,148.2,EHang Falcon,36.7,11.8,17.7,1.35,0.051,265.7,1.87,5,1,0,紧急,25.7,0.172
RT-01006,30.371639,120.147906,30.167535,120.306951,8,27.39,138.2,190.8,SF UAS,22.4,22.7,14.8,6.69,0.255,103.9,6.99,0,0,0,加急,14.9,0.775
RT-01007,30.291621,120.322441,30.127284,119.911659,3,43.55,65.8,137.1,DJI FlyCart 30,19.8,14.0,6.7,3.97,0.298,270.6,12.97,3,0,0,加急,13.0,0.591
RT-01008,30.431359,119.952658,30.187970,119.955666,13,27.10,133.9,136.9,SF UAS,36.5,11.6,13.3,2.24,0.113,199.9,3.07,5,1,0,加急,11.6,0.561
RT-01009,30.069516,119.970589,30.110499,120.076524,5,11.18,63.8,66.9,EHang Falcon,27.1,16.2,2.1,2.72,0.263,63.8,2.94,5,1,0,普通,17.4,0.785
RT-01010,30.014536,120.121969,30.211196,120.241753,14,24.75,82.5,120.0,EHang Falcon,25.7,13.2,5.9,5.72,0.050,165.0,1.24,3,0,0,普通,38.1,0.908
RT-01011,30.028837,120.040984,30.421284,120.187342,8,45.90,87.1,106.5,SF UAS,33.8,14.0,27.0,6.62,0.232,283.2,10.66,3,0,0,紧急,36.3,0.654
RT-01012,30.144846,119.984452,30.001628,119.973947,3,15.98,104.9,156.8,SF UAS,23.1,20.9,0.6,9.87,0.096,69.1,1.54,3,0,0,加急,36.0,0.938
RT-01013,30.115393,120.149724,30.050138,120.288991,8,15.26,184.0,249.7,Meituan UAV,18.6,22.8,17.8,5.23,0.258,57.5,3.94,2,0,0,紧急,20.5,0.967
RT-01014,30.133420,120.229886,30.396771,119.971221,10,38.44,134.5,169.2,DJI FlyCart 30,27.8,13.1,10.1,3.68,0.108,256.6,4.14,3,0,0,加急,11.0,0.693
RT-01015,30.330348,120.322109,30.309813,120.149767,11,16.72,57.2,79.8,SF UAS,23.2,15.7,27.9,9.42,0.233,93.9,3.90,3,0,0,医疗物资,21.3,0.292
RT-01016,30.023455,120.007822,30.382035,120.134813,15,41.74,118.1,161.3,EHang Falcon,18.8,16.3,1.4,2.82,0.264,220.4,11.03,1,0,0,普通,16.4,0.750
RT-01017,30.299092,120.128438,30.382977,120.150451,14,9.57,170.8,247.6,Meituan UAV,16.9,18.4,11.4,4.36,0.233,45.2,2.23,0,0,0,紧急,14.7,0.500
RT-01018,30.050544,120.311071,30.169118,120.095668,11,24.59,88.3,145.4,Meituan UAV,25.4,22.1,3.7,1.81,0.100,97.6,2.46,1,0,0,紧急,11.3,0.881
RT-01019,30.264037,120.232457,30.300084,119.922436,3,30.07,85.7,167.0,EHang Falcon,28.7,22.2,1.0,9.85,0.201,118.2,6.05,5,1,0,医疗物资,38.1,0.753
RT-01020,30.296129,120.338951,30.199533,120.037377,10,30.93,159.0,211.9,DJI FlyCart 30,11.3,10.9,26.0,4.44,0.156,245.3,4.83,0,0,0,普通,8.7,0.112
RT-01021,30.003020,120.142068,30.006102,119.926501,8,20.78,159.6,235.7,ZTO UAV,29.7,10.2,0.5,8.11,0.236,178.0,4.91,5,1,0,医疗物资,4.6,0.668
RT-01022,30.319398,119.973400,30.394512,120.134888,12,17.62,60.3,131.7,SF UAS,12.7,16.6,9.9,3.93,0.067,95.4,1.18,5,1,0,普通,10.0,0.216
RT-01023,30.037214,119.917046,30.368684,120.048058,7,38.99,169.5,266.5,SF UAS,10.1,10.7,20.8,4.12,0.140,314.5,5.44,4,1,0,紧急,46.3,0.174
RT-01024,30.237405,120.166428,30.410783,120.041290,12,22.74,168.0,213.3,SF UAS,49.1,22.7,9.2,9.25,0.193,90.5,4.39,2,0,0,普通,11.5,0.876
RT-01025,30.131739,120.102499,30.100354,120.254033,10,15.00,156.9,230.0,DJI FlyCart 30,47.0,10.6,3.1,7.47,0.293,122.1,4.40,1,0,0,普通,30.9,0.568
RT-01026,30.367038,120.250423,30.117174,120.120334,5,30.50,174.0,244.9,SF UAS,38.2,11.9,7.4,7.16,0.158,223.1,4.82,1,0,0,普通,41.6,0.384
RT-01027,30.027909,119.914965,30.279752,120.138464,6,35.34,71.4,79.2,ZTO UAV,43.8,13.1,4.7,7.08,0.266,231.9,9.39,5,1,0,加急,39.6,0.107
RT-01028,30.361212,119.998168,30.350149,120.042343,13,4.42,170.1,182.1,Meituan UAV,18.3,20.7,14.1,7.68,0.080,22.6,0.36,0,0,1,紧急,25.8,0.742
RT-01029,30.180111,120.225937,30.236527,120.172106,13,8.14,178.0,190.8,SF UAS,42.8,10.7,11.9,7.53,0.152,67.6,1.24,3,0,0,医疗物资,49.4,0.379
RT-01030,30.418768,120.045826,30.359742,119.955568,9,10.88,110.6,126.7,ZTO UAV,18.5,19.3,14.3,6.51,0.293,50.0,3.19,4,1,0,紧急,37.6,0.571
RT-01031,30.437400,120.187752,30.115704,120.036125,5,38.66,121.7,183.8,DJI FlyCart 30,36.8,14.7,19.0,1.09,0.225,227.4,8.70,0,0,0,普通,26.1,0.188
RT-01032,30.012583,120.290304,30.139629,120.218997,12,15.72,57.7,120.1,ZTO UAV,42.1,19.9,14.4,9.09,0.270,68.8,4.25,3,0,0,加急,44.7,0.040
RT-01033,30.256232,120.096534,30.084267,120.060042,5,19.46,111.7,118.0,DJI FlyCart 30,16.3,24.1,0.7,4.95,0.133,71.9,2.58,4,1,0,医疗物资,18.7,0.741
RT-01034,30.365148,120.081690,30.272569,120.050368,15,10.74,191.7,248.4,DJI FlyCart 30,47.5,11.7,20.1,1.96,0.262,78.8,2.81,1,0,0,加急,12.3,0.967
RT-01035,30.308189,120.083363,30.151069,120.014239,15,18.71,163.1,203.8,Meituan UAV,29.2,14.2,8.8,7.47,0.151,114.8,2.82,5,1,0,加急,34.2,0.742
RT-01036,30.136838,120.216754,30.200028,120.082426,13,14.72,70.6,107.8,SF UAS,17.5,13.7,23.9,4.34,0.279,93.9,4.11,4,1,0,紧急,5.1,0.675
RT-01037,30.408726,120.027988,30.307971,119.951091,2,13.43,108.7,192.7,ZTO UAV,34.6,19.7,29.5,5.72,0.093,59.9,1.24,5,1,0,医疗物资,3.4,0.382
RT-01038,30.214109,120.007230,30.004812,120.249236,3,32.95,176.9,189.1,DJI FlyCart 30,36.4,21.7,2.7,8.30,0.132,134.6,4.34,4,1,0,紧急,7.6,0.968
RT-01039,30.000037,120.171857,30.159417,120.013439,6,23.40,101.5,143.7,Meituan UAV,16.7,24.8,7.5,4.48,0.254,83.4,5.93,1,0,0,医疗物资,21.6,0.500
RT-01040,30.024606,120.019162,30.334493,120.195943,9,38.46,126.8,171.7,EHang Falcon,19.6,22.1,24.1,5.91,0.229,152.6,8.82,0,0,0,加急,16.8,0.669
RT-01041,30.221987,120.065250,30.431860,120.324898,12,34.18,123.6,126.7,SF UAS,29.7,19.5,4.2,5.44,0.118,153.8,4.04,3,0,0,紧急,39.2,0.107
RT-01042,30.234287,120.142711,30.019582,120.208199,5,24.72,110.8,185.6,EHang Falcon,19.4,22.2,1.3,6.00,0.129,97.4,3.18,5,1,0,医疗物资,37.9,0.613
RT-01043,30.074998,119.953728,30.301648,120.156450,5,31.89,69.1,144.5,DJI FlyCart 30,12.6,21.4,4.5,7.94,0.205,131.6,6.53,4,1,0,普通,32.9,0.865
RT-01044,30.359745,119.925007,30.190488,120.041426,4,21.92,69.5,108.9,SF UAS,40.6,12.3,19.0,8.16,0.207,154.5,4.53,4,1,0,紧急,44.1,0.285
RT-01045,30.244009,120.163859,30.239235,120.315823,7,14.62,188.2,228.3,EHang Falcon,34.9,22.7,10.3,1.88,0.209,57.8,3.06,2,0,0,医疗物资,9.1,0.246
RT-01046,30.071101,120.086021,30.157879,120.234179,14,17.23,96.9,155.2,Meituan UAV,33.5,24.3,27.2,7.29,0.146,65.2,2.52,5,1,0,加急,11.4,0.651
RT-01047,30.221313,120.146885,30.124969,120.016479,4,16.51,162.2,180.1,ZTO UAV,14.0,12.7,23.5,3.88,0.294,116.5,4.86,3,0,0,紧急,47.9,0.275
RT-01048,30.112121,119.971000,30.406866,120.101088,11,35.11,118.5,183.5,DJI FlyCart 30,14.9,19.6,26.8,8.32,0.299,153.6,10.50,3,0,0,普通,11.7,0.309
RT-01049,30.234606,120.261533,30.117367,120.194749,10,14.55,98.6,139.5,SF UAS,30.1,13.5,11.7,1.45,0.160,93.5,2.33,2,0,0,普通,26.2,0.977
RT-01050,30.364293,119.945261,30.340686,119.962937,5,3.13,190.7,262.9,DJI FlyCart 30,22.3,18.2,7.0,7.75,0.205,18.3,0.64,2,0,1,紧急,14.5,0.554
RT-01051,30.340563,119.983976,30.439805,120.182581,12,22.04,70.3,125.7,EHang Falcon,37.4,10.5,9.3,5.61,0.088,180.3,1.93,3,0,0,紧急,26.1,0.415
RT-01052,30.367935,120.176838,30.179056,119.967887,5,29.08,70.4,159.2,DJI FlyCart 30,27.1,15.0,21.0,1.49,0.145,169.2,4.22,3,0,0,加急,48.4,0.118
RT-01053,30.409174,120.214179,30.333397,119.931489,7,28.43,50.4,140.9,Meituan UAV,38.7,14.5,23.0,7.26,0.160,172.1,4.54,3,0,0,加急,20.0,0.017
RT-01054,30.291025,120.078507,30.080217,120.338755,6,34.32,76.4,161.5,ZTO UAV,32.5,11.6,0.5,6.79,0.140,256.5,4.80,3,0,0,医疗物资,19.1,0.088
RT-01055,30.271118,120.264849,30.392208,119.921519,12,35.64,161.8,261.3,DJI FlyCart 30,22.3,12.9,27.2,5.48,0.195,239.4,6.95,3,0,0,紧急,38.7,0.424
RT-01056,30.102110,120.127905,30.334759,119.920461,12,32.69,61.1,150.6,DJI FlyCart 30,22.4,11.0,14.6,5.22,0.209,259.4,6.85,4,1,0,加急,11.4,0.969
RT-01057,30.331127,120.092650,30.174753,119.956797,11,21.76,155.7,208.2,Meituan UAV,21.3,12.3,6.5,7.16,0.296,152.4,6.45,2,0,0,普通,30.3,0.364
RT-01058,30.308959,119.911111,30.298082,120.160467,4,24.00,180.0,270.9,EHang Falcon,24.2,17.4,18.1,7.24,0.062,121.3,1.49,2,0,0,医疗物资,5.3,0.761
RT-01059,30.382864,120.105150,30.429321,120.064609,6,6.47,155.7,163.3,SF UAS,27.4,11.8,24.3,9.63,0.159,47.3,1.03,4,1,0,加急,42.5,0.825
RT-01060,30.247822,120.231431,30.093581,120.288700,6,18.03,115.3,173.8,ZTO UAV,33.7,11.8,12.2,7.70,0.213,135.6,3.83,3,0,0,加急,15.6,0.334
RT-01061,30.430210,120.327757,30.202147,120.338619,14,25.41,97.2,122.8,ZTO UAV,20.4,22.7,5.0,7.67,0.200,99.3,5.07,4,1,0,加急,1.3,0.088
RT-01062,30.100227,120.009733,30.247211,119.935052,15,17.87,178.1,234.6,Meituan UAV,37.5,17.2,23.1,7.82,0.255,91.5,4.56,3,0,0,紧急,2.2,0.049
RT-01063,30.145787,119.913556,30.096171,120.088255,6,17.70,129.6,214.5,DJI FlyCart 30,20.1,12.2,17.6,5.04,0.103,128.2,1.83,1,0,0,普通,11.1,0.087
RT-01064,30.289810,120.345758,30.394696,120.059055,12,29.92,186.5,210.6,EHang Falcon,22.6,20.7,23.3,8.52,0.214,124.5,6.39,1,0,0,加急,38.0,0.476
RT-01065,30.306813,120.219059,30.102318,120.302439,14,24.14,108.4,134.7,SF UAS,23.4,17.6,2.6,1.87,0.296,117.9,7.16,1,0,0,紧急,24.2,0.521
RT-01066,30.207036,120.183140,30.388339,120.140780,15,20.59,190.2,231.9,EHang Falcon,17.3,16.1,14.1,5.14,0.252,109.5,5.19,1,0,0,加急,30.4,0.025
RT-01067,30.062666,120.158515,30.203144,120.159929,15,15.64,147.6,188.5,Meituan UAV,49.2,14.7,17.9,8.10,0.090,93.8,1.40,2,0,0,普通,49.8,0.524
RT-01068,30.419621,120.231745,30.137420,120.071844,7,34.97,70.9,97.8,EHang Falcon,48.1,23.9,14.9,4.54,0.245,129.4,8.58,1,0,0,紧急,3.3,0.961
RT-01069,30.409078,119.925212,30.019728,119.916538,12,43.35,119.0,141.1,DJI FlyCart 30,11.1,14.7,23.3,3.57,0.200,256.1,8.67,4,1,0,加急,33.0,0.328
RT-01070,30.331438,119.949512,30.382913,120.035758,2,10.07,77.4,134.9,EHang Falcon,41.5,19.1,11.4,5.95,0.218,49.2,2.20,2,0,0,加急,40.7,0.288
RT-01071,30.111993,119.906332,30.324474,120.290134,13,43.85,148.7,158.1,Meituan UAV,12.4,10.1,11.2,6.07,0.083,374.9,3.65,3,0,0,医疗物资,17.6,0.085
RT-01072,30.269880,119.934435,30.075639,119.931089,11,21.63,147.4,172.6,ZTO UAV,11.8,20.8,27.3,3.01,0.074,89.5,1.60,3,0,0,加急,11.2,0.211
RT-01073,30.267055,119.923045,30.322960,120.005289,9,10.06,188.8,286.8,DJI FlyCart 30,23.9,16.7,11.9,4.07,0.110,52.5,1.11,0,0,0,加急,28.2,0.060
RT-01074,30.111450,120.109102,30.078290,120.108427,6,3.69,192.4,238.1,Meituan UAV,25.2,16.0,4.2,3.48,0.185,22.5,0.68,5,1,0,医疗物资,19.4,0.421
RT-01075,30.349982,120.093743,30.083577,120.267092,7,34.02,113.0,119.5,ZTO UAV,42.7,11.3,21.0,8.20,0.171,261.4,5.83,1,0,0,紧急,40.4,0.365
RT-01076,30.287178,120.324013,30.409921,120.330244,2,13.68,70.6,149.9,ZTO UAV,13.0,10.7,8.3,2.74,0.094,111.1,1.28,5,1,0,普通,1.6,0.161
RT-01077,30.133910,120.196157,30.412181,120.215308,15,31.03,127.8,189.9,DJI FlyCart 30,23.0,22.7,20.6,9.80,0.097,122.1,3.01,2,0,0,普通,6.4,0.713
RT-01078,30.262507,120.301175,30.409714,120.030808,15,30.71,93.5,154.6,SF UAS,11.0,18.0,15.6,8.10,0.154,148.5,4.72,3,0,0,普通,44.0,0.961
RT-01079,30.119253,120.088821,30.129588,120.065448,3,2.53,66.6,152.4,Meituan UAV,19.3,22.3,29.0,4.84,0.274,14.5,0.69,2,0,1,紧急,45.4,0.466
RT-01080,30.117488,120.223756,30.166203,119.914413,5,30.27,196.2,284.3,ZTO UAV,27.9,10.6,20.4,6.42,0.174,247.0,5.26,5,1,0,普通,8.7,0.356
RT-01081,30.248529,120.000077,30.238125,120.264353,12,25.44,197.0,245.1,EHang Falcon,24.1,17.6,26.4,1.46,0.190,127.5,4.84,3,0,0,普通,30.9,0.304
RT-01082,30.213024,120.023425,30.227175,120.064255,13,4.23,145.6,225.2,DJI FlyCart 30,12.4,13.8,20.5,2.89,0.294,27.9,1.25,5,1,0,加急,37.7,0.389
RT-01083,30.218650,120.187157,30.442094,120.242389,5,25.43,139.5,148.7,EHang Falcon,13.4,21.9,20.8,4.12,0.069,102.2,1.76,4,1,0,普通,35.7,0.895
RT-01084,30.373079,120.330207,30.034808,120.200824,15,39.66,154.5,181.7,Meituan UAV,19.6,15.3,5.1,2.87,0.070,225.9,2.77,0,0,0,加急,7.3,0.397
RT-01085,30.355002,120.177203,30.226625,120.258193,3,16.27,191.1,290.3,SF UAS,41.0,14.2,19.5,9.26,0.160,101.7,2.60,0,0,0,加急,25.5,0.116
RT-01086,30.182583,120.119651,30.322849,120.251699,2,20.13,199.8,288.2,ZTO UAV,45.2,12.0,28.7,8.53,0.275,145.7,5.53,3,0,0,紧急,40.0,0.036
RT-01087,30.182337,120.064640,30.248439,120.160240,12,11.78,98.7,192.3,EHang Falcon,15.2,14.5,9.6,5.80,0.248,70.2,2.93,5,1,0,紧急,12.5,0.743
RT-01088,30.332768,120.035940,30.266676,120.284134,14,24.96,162.6,216.5,ZTO UAV,30.2,14.6,19.9,7.17,0.175,151.5,4.37,5,1,0,医疗物资,9.2,0.555
RT-01089,30.229124,119.980125,30.258457,120.210557,10,22.40,83.1,93.8,EHang Falcon,18.6,21.0,11.3,4.48,0.175,94.3,3.93,4,1,0,医疗物资,16.2,0.225
RT-01090,30.045445,120.074649,30.201466,120.013152,2,18.35,79.7,129.1,ZTO UAV,38.2,12.9,29.4,6.01,0.213,122.0,3.92,3,0,0,普通,27.5,0.870
RT-01091,30.082984,120.096110,30.274042,119.955737,3,25.20,165.0,244.6,EHang Falcon,30.0,20.3,27.8,8.50,0.148,108.3,3.74,4,1,0,普通,47.4,0.997
RT-01092,30.344830,120.083012,30.216176,119.924494,10,20.91,194.2,227.7,Meituan UAV,46.6,14.4,6.6,4.59,0.207,125.0,4.33,2,0,0,加急,13.1,0.842
