地区,年份,各省低空经济指数,全国通用航空机场数量（个）,飞行服务站数量（个）,通航企业总收入与 GDP 的比值（%）,低空经济领域上市公司总产值与GDP的比值（%）,低空经济产业增加值与 GDP 的比值（%）,持有有效运营合格证的无人机企业数量（个）,传统通航企业数量（个）,全行业注册无人机数量（个）,无人机行业专利申请数量（个）,通航企业的专业人员数量与就业人员总数的比值（%）
山东省,2021,0.46724748,12,0,0.81305734,0.094398008,1.036775433,2466,302,30998,7138,0.036003421
山东省,2022,0.4743396,12,0,0.896707391,0.116481204,1.066908345,2393,439,45796,8127,0.037539914
山东省,2023,0.50268204,12,1,0.912032781,0.118074984,1.025873507,2414,467,34872,6853,0.038277083
山东省,2024,0.48498912,12,1,0.93953709,0.116700507,1.174522401,2008,295,31512,8077,0.036403976
河南省,1990,0.0884268,3,0,0.147572539,0.019503857,0.213506509,496,11,8931,1026,0.006796231
河南省,1991,0.09838752,3,0,0.17896034,0.023023664,0.204036039,511,16,6510,1878,0.007292624
河南省,1992,0.10108224,4,0,0.173457124,0.021314201,0.239903534,506,15,6515,1301,0.008545637
河南省,1993,0.11933376,4,0,0.22814626,0.0278346,0.285153986,663,20,7653,2276,0.009518572
河南省,1994,0.12137496,4,0,0.223576722,0.029674357,0.244770813,706,17,12892,1325,0.009715199
河南省,1995,0.1364454,5,0,0.260833575,0.029789442,0.338718883,610,18,16202,1633,0.009856036
河南省,1996,0.14616,6,0,0.258079584,0.034107167,0.295484364,788,17,14644,1688,0.011567102
河南省,1997,0.14424228,6,0,0.260073639,0.035640104,0.344248625,689,19,14115,2164,0.010989407
河南省,1998,0.16204104,7,0,0.275621006,0.040259096,0.396328078,699,16,12450,2807,0.012982034
河南省,1999,0.1716498,8,0,0.342698826,0.042148608,0.388855457,997,26,12184,2061,0.013827617
河南省,2000,0.1763664,8,0,0.346601128,0.039960217,0.432335775,868,27,17971,3505,0.01494025
河南省,2001,0.1932462,9,0,0.346181243,0.042542185,0.439219626,989,22,18106,2073,0.015374668
河南省,2002,0.19198872,9,0,0.323097817,0.04715051,0.392712927,1085,21,15081,3606,0.016217287
河南省,2003,0.19538316,9,0,0.329207599,0.044407662,0.402762846,1042,27,20842,2773,0.015546917
河南省,2004,0.20913984,9,0,0.377148845,0.048940814,0.445175063,966,32,15147,4107,0.015308738
河南省,2005,0.225414,10,0,0.443832652,0.047004454,0.514969554,1158,26,21595,2854,0.019177901
河南省,2006,0.2184,11,0,0.41301624,0.04899258,0.49421736,1022,38,14131,3179,0.017692584
河南省,2007,0.23664312,12,0,0.432749274,0.049187456,0.47493091,1095,42,21366,4710,0.017966284
河南省,2008,0.24265584,12,0,0.424283736,0.059478586,0.512355673,980,34,20919,4112,0.019555981
河南省,2009,0.24898356,12,0,0.471325879,0.061213853,0.501502687,1308,41,26524,3416,0.021030574
河南省,2010,0.2563092,12,0,0.467157692,0.052143544,0.637389719,1380,42,25585,3066,0.019270424
河南省,2011,0.28505988,12,0,0.536549208,0.060237429,0.673981327,1509,34,29719,3009,0.023170889
河南省,2012,0.27707904,13,0,0.498806924,0.068484241,0.670101804,1185,43,21133,2918,0.021302232
河南省,2013,0.30469824,13,0,0.551788199,0.066841653,0.692259166,1488,49,31001,3072,0.025132817
河南省,2014,0.31333176,13,0,0.536434418,0.072859034,0.69241619,1631,40,25288,3647,0.022758629
河南省,2015,0.303702,13,0,0.606715609,0.063867012,0.622482804,1510,70,28297,4692,0.0238072
河南省,2016,0.31044384,13,0,0.558819608,0.068929398,0.736450399,1691,56,35094,5006,0.025418698
河南省,2017,0.31804164,13,0,0.582631082,0.065502266,0.646006179,1511,69,37234,4731,0.023494645
河南省,2018,0.33011664,13,0,0.595398372,0.073744756,0.758393463,1321,239,23242,4185,0.025770791
河南省,2019,0.33421752,13,0,0.559012224,0.079488624,0.807085178,1886,305,32931,3613,0.025312203
河南省,2020,0.3461136,13,0,0.675036891,0.076953167,0.747795738,1833,295,24229,4483,0.027880934
河南省,2021,0.36547728,13,0,0.652035833,0.09108242,0.783236085,1866,354,29020,4743,0.030995084
河南省,2022,0.37421496,14,0,0.66597789,0.088232403,0.905169856,1548,293,38904,6752,0.026919955
河南省,2023,0.39233544,14,0,0.729678529,0.079226257,0.942095475,2025,348,26127,4998,0.032980838
河南省,2024,0.38065104,14,0,0.738247315,0.087816195,0.876106434,1611,207,44061,7339,0.029180709
湖北省,1990,0.0889644,2,0,0.159338206,0.02047827,0.215391709,370,14,9573,1190,0.006475083
湖北省,1991,0.09782388,2,0,0.194627131,0.021446907,0.234674597,497,18,11101,1319,0.007521678
湖北省,1992,0.10381392,2,0,0.180594695,0.024091577,0.254297388,465,20,11087,1585,0.008249351
湖北省,1993,0.11753196,2,0,0.223910137,0.027319716,0.277639873,687,18,10587,1288,0.009428582
湖北省,1994,0.11946984,2,0,0.206682823,0.027209853,0.247451906,565,12,12837,1561,0.008657126
湖北省,1995,0.1299942,2,0,0.242551845,0.029247395,0.305772357,579,14,12677,1986,0.010911156
湖北省,1996,0.14262528,2,0,0.279036852,0.035067278,0.292674206,581,17,8795,2502,0.011421229
湖北省,1997,0.15642312,2,0,0.26393273,0.037314735,0.313894275,649,28,12778,2109,0.01178827
湖北省,1998,0.15727824,3,0,0.299310976,0.035546455,0.354929804,833,20,15442,2227,0.0124825
湖北省,1999,0.16995804,4,0,0.30323347,0.035140524,0.390962977,930,27,12010,1829,0.01306953
湖北省,2000,0.1818264,4,0,0.342609425,0.041730068,0.41627336,909,21,18643,2811,0.014751056
湖北省,2001,0.187866,4,0,0.325866101,0.045656135,0.40858037,993,26,13763,2587,0.013935095
湖北省,2002,0.19187784,4,0,0.32851405,0.047025421,0.407634877,1014,27,21598,3293,0.014080818
湖北省,2003,0.21166992,4,0,0.360572653,0.046037149,0.511870784,966,35,23394,2307,0.015504519
湖北省,2004,0.2201472,4,0,0.389821985,0.046164868,0.546889674,1249,43,20064,2226,0.018206802
湖北省,2005,0.23058,4,1,0.455341698,0.049293392,0.461701863,1142,39,19969,3604,0.018065943
湖北省,2006,0.23364432,4,1,0.441626706,0.0493854,0.521015151,1329,36,25102,2821,0.017821054
湖北省,2007,0.24038532,5,1,0.407669464,0.05849897,0.573847836,1227,40,20798,2871,0.018828352
湖北省,2008,0.25333392,5,1,0.47539799,0.056336397,0.593498041,1338,31,16068,2689,0.018321109
湖北省,2009,0.26269824,5,1,0.478040744,0.052862767,0.620506378,1487,36,17537,4147,0.021476332
湖北省,2010,0.2622312,5,1,0.478370896,0.055067241,0.577905119,1378,35,20456,3642,0.020897954
湖北省,2011,0.26399352,5,1,0.505090002,0.059679695,0.600704055,1404,50,22453,4275,0.019517418
湖北省,2012,0.2888256,5,1,0.485198125,0.05954573,0.666363983,1609,36,29171,5234,0.022684775
湖北省,2013,0.2900898,5,1,0.578303686,0.06577061,0.596424629,1351,37,33397,5717,0.021168682
湖北省,2014,0.2974524,6,1,0.577811202,0.061343608,0.669654588,1287,51,24866,3155,0.022407939
湖北省,2015,0.2997036,6,1,0.544581421,0.068536219,0.652469722,1571,77,25673,5810,0.023888518
湖北省,2016,0.33161184,6,1,0.645592984,0.075066972,0.674498483,1834,75,22107,5380,0.025409047
湖北省,2017,0.32550084,7,1,0.592650229,0.070436754,0.789404637,1580,64,23215,5325,0.023682511
湖北省,2018,0.32954208,7,1,0.621999691,0.070706549,0.70141384,1975,236,25376,5424,0.024129071
湖北省,2019,0.35764092,7,1,0.69369225,0.080757108,0.841958254,1528,181,27360,4059,0.027012619
湖北省,2020,0.36624,7,1,0.706489168,0.089142816,0.8808072,1690,225,31584,6217,0.028508645
湖北省,2021,0.37357068,7,1,0.707169297,0.093168528,0.80612817,1891,338,35161,3897,0.031677726
湖北省,2022,0.37400328,7,1,0.746423279,0.093225928,0.898916883,1926,259,25842,4374,0.027724329
湖北省,2023,0.38442516,7,1,0.690414773,0.091800728,0.92546513,1630,337,31565,6129,0.02998681
湖北省,2024,0.38175984,7,1,0.710556865,0.078193959,0.866022197,1630,287,36802,7558,0.030841287
湖南省,1990,0.089586,2,0,0.168012571,0.018917428,0.180072339,451,13,8358,1509,0.007480687
湖南省,1991,0.10157532,2,0,0.201681184,0.023087562,0.209758115,482,10,11374,2029,0.007527602
湖南省,1992,0.10497312,2,0,0.177019671,0.022265324,0.223776449,525,15,6314,1523,0.008100926
湖南省,1993,0.11583936,2,0,0.222867206,0.023555934,0.252564557,584,20,8822,1902,0.009877622
湖南省,1994,0.1259496,2,0,0.226625314,0.028071017,0.2558981,522,23,10011,2105,0.009043721
湖南省,1995,0.13482,2,0,0.246239742,0.031353739,0.283364676,728,14,10305,2291,0.010502093
湖南省,1996,0.138432,2,0,0.268885702,0.027999948,0.331842269,698,17,8604,2531,0.011686825
湖南省,1997,0.15333864,2,0,0.294200626,0.032597495,0.366180339,855,16,12196,2046,0.011127347
湖南省,1998,0.15510096,2,0,0.29402489,0.037480147,0.348573898,697,24,14566,1892,0.011115421
湖南省,1999,0.16017456,2,0,0.310733307,0.032448162,0.321061897,855,19,11633,3138,0.013057888
湖南省,2000,0.1753248,2,0,0.302306708,0.036548208,0.36620091,844,24,11672,1826,0.014787144
湖南省,2001,0.1867194,2,0,0.36349288,0.040476098,0.392717578,1094,37,13020,3609,0.013648121
湖南省,2002,0.20191248,2,0,0.386729703,0.041333504,0.433122461,890,26,16556,3159,0.016950841
湖南省,2003,0.20357484,2,0,0.393822314,0.043339048,0.439141466,1025,38,15427,2326,0.014568106
湖南省,2004,0.207648,2,1,0.38003737,0.042037299,0.504813053,1047,29,24832,3581,0.016218495
湖南省,2005,0.217329,2,1,0.415076657,0.047826506,0.46707262,947,41,13979,2384,0.017247229
湖南省,2006,0.23820888,2,1,0.416937003,0.054689186,0.579359727,1136,46,26377,3886,0.018464931
湖南省,2007,0.230769,2,1,0.403699596,0.046413415,0.550026373,1349,40,20163,3522,0.019721519
湖南省,2008,0.25479216,2,1,0.504743269,0.056604626,0.51706247,1050,35,28178,3707,0.021017441
湖南省,2009,0.24766812,2,1,0.463122873,0.056893082,0.609152125,1316,36,18010,4037,0.018131429
湖南省,2010,0.2687832,2,1,0.495905004,0.056988758,0.620190356,1426,44,30427,3582,0.021020382
湖南省,2011,0.26802972,2,1,0.512597905,0.054325604,0.630044061,1565,44,19488,4872,0.019711671
湖南省,2012,0.288288,2,1,0.491963472,0.061898316,0.616330915,1353,54,25513,3610,0.021928833
湖南省,2013,0.29441412,2,1,0.526912951,0.068227528,0.735991138,1694,49,18311,4908,0.022722461
湖南省,2014,0.30422112,3,2,0.596861556,0.071701876,0.68363049,1261,42,27201,3133,0.023141666
湖南省,2015,0.2972634,3,2,0.532626651,0.073343799,0.620611663,1501,61,32866,3698,0.024566697
湖南省,2016,0.32589648,3,2,0.651651738,0.069878723,0.779234779,1442,48,26034,3793,0.027913965
湖南省,2017,0.33619236,3,2,0.668989177,0.071777069,0.761189932,1702,85,21005,6556,0.02446856
湖南省,2018,0.32433912,3,2,0.58284821,0.070475647,0.673814522,1330,205,37204,3695,0.024071523
湖南省,2019,0.3506958,3,2,0.660219913,0.077486237,0.735426627,1532,319,35140,4265,0.026287656
湖南省,2020,0.3575712,3,2,0.66460567,0.078238366,0.802318259,2029,229,40237,4836,0.02776285
湖南省,2021,0.37432836,4,2,0.683598451,0.07853409,0.895056542,1527,312,24710,6960,0.027560728
湖南省,2022,0.37869552,4,2,0.663209464,0.08500389,0.77979088,2250,292,45064,4722,0.0276702
湖南省,2023,0.39222708,4,2,0.705237364,0.087143051,0.876196074,2205,295,43747,6413,0.028380991
湖南省,2024,0.38405136,4,2,0.7253322,0.088045695,0.955519784,2219,308,25036,7530,0.028103233
广东省,1990,0.1317792,5,0,0.250907597,0.02857632,0.284471759,617,20,13924,1571,0.011108987
广东省,1991,0.14625072,5,0,0.280786757,0.02942857,0.319265322,595,28,11745,2190,0.011463758
广东省,1992,0.15469776,5,0,0.265765595,0.03443108,0.338324001,852,27,14666,2379,0.012040127
广东省,1993,0.1721538,6,0,0.291003045,0.042722548,0.36729874,888,19,10377,3065,0.014082919
广东省,1994,0.17956344,6,0,0.339608334,0.041849055,0.42877056,905,20,19060,2779,0.014170634
广东省,1995,0.1893402,7,0,0.360099815,0.046749042,0.451964524,1115,22,16577,1897,0.015403637
广东省,1996,0.20712384,8,0,0.381604963,0.045722588,0.45025616,1212,37,17478,2181,0.017434797
广东省,1997,0.22356768,9,0,0.430956512,0.048029045,0.493223837,1201,39,19949,2631,0.016535066
广东省,1998,0.24006024,9,0,0.418673061,0.05112683,0.585482919,1280,38,18696,3488,0.019648245
广东省,1999,0.24836952,9,0,0.481720963,0.050606532,0.59639731,1432,36,17990,4566,0.018137007
广东省,2000,0.2538984,9,0,0.503302798,0.057015425,0.621847961,1071,41,16040,3659,0.021130513
广东省,2001,0.27031536,10,0,0.463527769,0.063703869,0.654757865,1362,45,19876,4950,0.022159681
广东省,2002,0.28157976,10,1,0.500874077,0.067208865,0.638665133,1241,55,30868,5531,0.023864689
广东省,2003,0.29687112,11,1,0.500772101,0.065736172,0.599946846,1338,39,35617,3551,0.021973128
广东省,2004,0.3224592,11,1,0.557531957,0.073165992,0.679663379,1572,49,36764,5015,0.027031294
广东省,2005,0.316827,12,1,0.531857485,0.068326911,0.699284713,1458,34,19703,5105,0.025203135
广东省,2006,0.34662264,12,1,0.623724333,0.07686877,0.751495215,1909,36,22711,6311,0.028930116
广东省,2007,0.3565296,12,1,0.632590469,0.085148182,0.783883805,2015,42,34980,5749,0.029246632
广东省,2008,0.35846832,12,1,0.617784303,0.089337475,0.73855228,2120,53,38121,5754,0.030698715
广东省,2009,0.37229388,12,1,0.736446934,0.084821576,0.851454718,2137,61,42989,4149,0.030826465
广东省,2010,0.3879792,12,1,0.722300877,0.0917629,0.817103594,2131,68,37153,4218,0.03074458
广东省,2011,0.414687,12,1,0.797761028,0.096487298,0.941609037,1955,43,37909,6299,0.030548214
广东省,2012,0.42427392,12,1,0.772121965,0.090211242,0.863418641,2027,52,32806,6505,0.030338616
广东省,2013,0.44080344,12,1,0.881327704,0.092711984,0.988876397,2449,62,30312,6063,0.031749812
广东省,2014,0.43351224,12,1,0.802994722,0.092281751,1.077884834,2222,45,43271,4613,0.034761489
广东省,2015,0.4488792,12,1,0.862192205,0.104894091,1.035339875,1935,74,37997,6531,0.035851982
广东省,2016,0.47800368,12,1,0.863194979,0.099644647,1.167093785,2179,80,53982,8962,0.039697523
广东省,2017,0.47145252,12,1,0.892726777,0.099476482,1.080286304,2166,83,35003,8966,0.037570725
广东省,2018,0.49648368,12,1,0.858767821,0.104703443,1.117510291,2880,256,51782,9530,0.039203061
广东省,2019,0.49922964,13,1,0.985529232,0.10352525,1.03432893,2010,319,43241,6315,0.038887136
广东省,2020,0.5321568,13,1,0.889322706,0.131213902,1.107418301,3019,332,58450,7624,0.038480258
广东省,2021,0.51756432,13,1,0.940724908,0.124906385,1.058444913,3018,267,48751,10236,0.038692369
广东省,2022,0.54493488,13,1,0.996649567,0.11246911,1.167114279,3212,407,35949,10651,0.039404241
广东省,2023,0.567987,13,1,1.059011762,0.132278492,1.280299497,2687,455,54769,6582,0.04523773
广东省,2024,0.56944272,13,1,0.956549881,0.119309639,1.404188803,2465,348,62436,10415,0.043082409
广西壮族自治区,1990,0.05964,2,0,0.10300822,0.013000924,0.142709574,292,10,5339,843,0.004768218
广西壮族自治区,1991,0.06618612,2,0,0.129067346,0.013800468,0.164482436,397,13,6854,746,0.005417618
广西壮族自治区,1992,0.0761544,3,0,0.138123774,0.017044878,0.174397384,418,14,7014,1161,0.005613341
广西壮族自治区,1993,0.07942116,3,0,0.141843544,0.017130747,0.178074154,396,9,6356,1269,0.00678495
广西壮族自治区,1994,0.09182208,3,0,0.153361238,0.022297156,0.189585049,430,15,7713,1269,0.006646738
广西壮族自治区,1995,0.090972,3,0,0.16141162,0.020561946,0.198828403,415,15,5530,1425,0.007261385
广西壮族自治区,1996,0.10282944,3,1,0.195650148,0.021837888,0.209309325,613,19,10839,1961,0.008001599
广西壮族自治区,1997,0.10789968,3,1,0.213231348,0.022415619,0.259175031,570,17,10630,2127,0.00921787
广西壮族自治区,1998,0.11790576,3,1,0.205297509,0.027469684,0.238700211,702,12,8802,1489,0.008498479
广西壮族自治区,1999,0.12182268,3,1,0.221201562,0.025376882,0.252751605,693,18,13063,1510,0.009886259
广西壮族自治区,2000,0.1292088,3,1,0.232338957,0.027160982,0.277404833,715,25,12786,2196,0.009901086
广西壮族自治区,2001,0.13563396,3,1,0.237345867,0.031999442,0.27881595,666,15,10801,1891,0.011300828
广西壮族自治区,2002,0.13403544,3,1,0.232993805,0.032654384,0.301968443,797,18,11481,2159,0.009833606
广西壮族自治区,2003,0.15056076,3,1,0.275114658,0.037056014,0.30395959,867,21,9544,2244,0.012584944
广西壮族自治区,2004,0.15730848,3,1,0.289148717,0.035716104,0.373269427,799,31,11694,2100,0.012953904
广西壮族自治区,2005,0.16212,3,1,0.305423272,0.035780695,0.35171934,876,26,10916,3206,0.012357018
广西壮族自治区,2006,0.16908528,3,1,0.315947118,0.039830574,0.379790902,1012,32,15913,2473,0.013378994
广西壮族自治区,2007,0.16672068,4,1,0.329812407,0.036902789,0.406873484,831,29,13756,2963,0.013813761
广西壮族自治区,2008,0.18166848,4,1,0.337679315,0.038412892,0.440473397,897,23,14771,2062,0.01546414
广西壮族自治区,2009,0.19020288,4,1,0.372347498,0.040531283,0.459863013,978,33,21451,1915,0.014534761
广西壮族自治区,2010,0.1832292,5,1,0.323527798,0.03694542,0.366678275,767,34,14560,2573,0.015275295
广西壮族自治区,2011,0.1852746,5,1,0.329473821,0.037456966,0.43415397,937,29,16450,3153,0.014370163
广西壮族自治区,2012,0.2104704,5,1,0.351064627,0.05005828,0.500582799,1234,29,24244,4067,0.017197236
广西壮族自治区,2013,0.20315988,6,1,0.378351417,0.048721802,0.43391903,1051,25,19804,2722,0.016006386
广西壮族自治区,2014,0.22251096,6,1,0.410376964,0.044822608,0.497478879,1092,44,16376,3664,0.018942358
广西壮族自治区,2015,0.2336712,7,1,0.410007277,0.049930862,0.528739508,1296,60,19418,4272,0.019900441
广西壮族自治区,2016,0.22477392,7,1,0.430457042,0.048546671,0.501043545,1010,38,26513,3373,0.016619463
广西壮族自治区,2017,0.22340304,8,1,0.374922428,0.050537119,0.468945321,1070,56,24673,2608,0.016138955
广西壮族自治区,2018,0.2352504,8,1,0.470234183,0.058205654,0.470794863,1195,143,18232,4290,0.0169508
广西壮族自治区,2019,0.244881,8,1,0.450417786,0.058111486,0.52250259,1272,124,21222,3730,0.017588053
广西壮族自治区,2020,0.268128,8,1,0.514126502,0.064104042,0.64097339,1372,259,27212,5145,0.020193103
广西壮族自治区,2021,0.25247964,8,1,0.466523463,0.058770948,0.539586863,1424,180,24921,4024,0.018745171
广西壮族自治区,2022,0.25408656,8,1,0.43104091,0.052028034,0.536071824,1234,253,26932,4234,0.018801316
广西壮族自治区,2023,0.254646,8,1,0.436565102,0.051778444,0.570916332,1069,135,24628,3127,0.019593191
广西壮族自治区,2024,0.26378352,8,1,0.452608556,0.060200675,0.610104903,1320,142,17171,5141,0.019194396
海南省,1990,0.0891492,2,0,0.159101606,0.021503679,0.194648363,522,12,5850,1192,0.006932497
海南省,1991,0.10008768,2,0,0.187814532,0.020306789,0.206485888,549,13,11683,1995,0.0078922
海南省,1992,0.10512432,2,0,0.207893855,0.023340227,0.231778101,592,19,6839,2089,0.008876848
海南省,1993,0.1183182,2,0,0.220564845,0.027342744,0.243380537,703,21,14003,1867,0.008565224
海南省,1994,0.12622008,2,1,0.228778102,0.026720791,0.291442165,613,23,10990,2141,0.010269987
海南省,1995,0.1352232,2,1,0.254152004,0.028078421,0.312088384,729,24,11438,1921,0.010942068
海南省,1996,0.14040768,2,2,0.254601246,0.032813977,0.338550998,662,27,13723,2111,0.011845394
海南省,1997,0.14862624,3,2,0.285540732,0.036112461,0.334899507,818,23,16543,1927,0.012236398
海南省,1998,0.15623496,4,2,0.268224179,0.033771749,0.348153985,817,26,9623,2299,0.012166463
海南省,1999,0.1676598,5,2,0.28314387,0.040870429,0.37072935,682,29,15208,1894,0.014174678
海南省,2000,0.1734768,6,2,0.342431638,0.040339428,0.387139501,1037,20,11994,3106,0.014856058
海南省,2001,0.18562572,6,2,0.367050111,0.038531259,0.390732859,1007,28,15159,2834,0.015769966
海南省,2002,0.202818,7,2,0.395190873,0.04638042,0.450174833,826,23,23122,2926,0.016028707
海南省,2003,0.20496588,7,2,0.397702129,0.051228147,0.491313463,952,29,16740,3271,0.015433931
海南省,2004,0.20450304,7,2,0.379673527,0.050661538,0.409517338,865,36,12447,3130,0.017308261
海南省,2005,0.212751,8,2,0.425438175,0.047639204,0.482295879,1016,31,24492,3037,0.018018794
海南省,2006,0.23392824,8,2,0.399058185,0.055510002,0.5620009,939,33,17997,3584,0.017449042
海南省,2007,0.22931748,8,2,0.401213863,0.053870116,0.517443428,1318,28,23803,4245,0.017920833
海南省,2008,0.2355528,8,2,0.445838636,0.051909948,0.551287773,968,47,25896,3795,0.020181827
海南省,2009,0.25731468,9,2,0.503401863,0.058402713,0.576912378,1095,44,25258,2592,0.020573411
海南省,2010,0.2688084,10,2,0.495019629,0.061139127,0.550035748,1265,38,22783,4062,0.021751208
海南省,2011,0.28576296,10,2,0.518221603,0.064516703,0.661198337,1256,35,24827,5640,0.023448892
海南省,2012,0.27715968,11,2,0.510075436,0.059183292,0.599607252,1182,38,27860,5078,0.023166194
海南省,2013,0.30248064,12,2,0.584805987,0.075579325,0.625650956,1313,58,19964,4160,0.023836339
海南省,2014,0.29222592,13,2,0.5107135,0.060635417,0.58985802,1413,52,27675,4328,0.023879032
海南省,2015,0.3168144,13,2,0.585124515,0.066949219,0.654792002,1483,81,32750,4322,0.025783261
海南省,2016,0.30424464,13,2,0.552163456,0.067498195,0.677035597,1700,76,22389,5691,0.024549065
海南省,2017,0.33572616,13,2,0.567612219,0.077403345,0.70969153,1811,65,37113,3963,0.024649015
海南省,2018,0.3217536,14,2,0.62517797,0.077671319,0.707680956,1887,208,38043,4421,0.025172623
海南省,2019,0.33539688,14,2,0.620461868,0.081583614,0.690213239,1616,288,32613,4078,0.027555249
海南省,2020,0.3571008,14,3,0.603690806,0.074075204,0.783050634,1885,210,23982,4398,0.030178078
海南省,2021,0.35173572,14,3,0.687186076,0.084798206,0.852519451,1588,194,28974,5001,0.027777072
海南省,2022,0.38377584,14,3,0.766515485,0.080070991,0.945527726,1539,266,26930,4511,0.029311154
海南省,2023,0.36557052,14,3,0.668677224,0.085444798,0.808349534,1498,230,36036,5028,0.02673365
海南省,2024,0.38837568,14,3,0.648807465,0.084093044,0.862252266,1610,358,25533,4595,0.033246068
重庆市,1990,0.092106,3,0,0.169524163,0.02213123,0.222417569,504,15,10348,1748,0.00753085
重庆市,1991,0.09684444,3,0,0.162414582,0.024056643,0.205963913,410,16,6717,1679,0.007402236
重庆市,1992,0.10691856,3,0,0.188672055,0.025645486,0.237439392,505,14,8961,1423,0.007756025
重庆市,1993,0.10997532,3,0,0.215492974,0.025695184,0.250331322,654,19,7040,1825,0.008076588
重庆市,1994,0.12466776,3,0,0.2229392,0.029746974,0.29989453,504,23,14559,1543,0.009533878
重庆市,1995,0.130851,3,0,0.223031168,0.028441773,0.262997425,676,15,12720,1984,0.00975326
重庆市,1996,0.13730304,3,1,0.244317029,0.030506676,0.28409372,750,27,10227,2477,0.010882247
重庆市,1997,0.15356712,3,1,0.280679744,0.037400504,0.345833154,722,21,11627,2948,0.011533549
重庆市,1998,0.15726312,3,1,0.273055955,0.034281788,0.316531345,792,31,14189,2852,0.012050174
重庆市,1999,0.16812264,3,1,0.311861893,0.036143005,0.336489058,694,21,19385,3279,0.013893415
重庆市,2000,0.1842456,3,1,0.331224457,0.043970212,0.451760999,1032,23,11725,3442,0.013450718
重庆市,2001,0.18384408,4,1,0.31327644,0.038823274,0.376668943,885,24,20354,3424,0.013774912
重庆市,2002,0.19596192,4,1,0.3363817,0.048971864,0.477304449,1078,23,17557,3101,0.016487396
重庆市,2003,0.19926648,5,1,0.377683044,0.04217475,0.483828977,849,22,14417,2278,0.016836879
重庆市,2004,0.21417984,5,1,0.404599996,0.051338908,0.493427515,1267,39,17262,4249,0.018115637
重庆市,2005,0.22239,6,1,0.377166027,0.052685303,0.498698456,995,36,17729,3741,0.018511744
重庆市,2006,0.22010352,7,1,0.401703598,0.044327748,0.477360514,1009,38,14210,4395,0.017662679
重庆市,2007,0.24582852,8,1,0.433666092,0.054410455,0.527240718,1402,46,16680,4593,0.018199388
重庆市,2008,0.25857888,8,1,0.490394846,0.059845496,0.593865185,1418,45,27177,4028,0.019454736
重庆市,2009,0.25098108,9,1,0.461361787,0.052716066,0.539145007,1157,35,26868,4914,0.021476092
重庆市,2010,0.2761416,9,1,0.46501325,0.061942703,0.682097366,1484,46,30925,4864,0.020615548
重庆市,2011,0.26724852,9,1,0.527103164,0.064736945,0.656349003,1550,30,22898,4615,0.021198153
重庆市,2012,0.28809984,10,1,0.559345839,0.060139401,0.614416124,1589,49,22762,3860,0.021424339
重庆市,2013,0.29768508,10,1,0.591341489,0.063528973,0.660295276,1424,31,28353,5200,0.025170975
重庆市,2014,0.29650992,10,1,0.53143473,0.067577576,0.663989489,1506,58,29991,5767,0.023705968
重庆市,2015,0.3087,11,1,0.55088544,0.076065224,0.65978451,1250,54,23942,3937,0.02399922
重庆市,2016,0.3123792,11,1,0.537427588,0.076004983,0.677566104,1488,74,31926,4131,0.024382535
重庆市,2017,0.33417216,11,1,0.641410044,0.071384186,0.669163042,1512,58,29422,6128,0.026992995
重庆市,2018,0.34033104,11,1,0.579129986,0.078151918,0.683214563,1495,285,37262,6346,0.028509531
重庆市,2019,0.3377556,11,2,0.653512052,0.081162671,0.822384223,1692,186,36978,5131,0.025366893
重庆市,2020,0.3556224,12,2,0.647623953,0.076457038,0.830200493,2118,248,31018,5715,0.02907772
重庆市,2021,0.36909348,13,2,0.637202984,0.090992616,0.788254491,1630,326,27469,5773,0.029583897
重庆市,2022,0.3750264,13,2,0.650695806,0.092644647,0.798468708,1639,318,32236,6137,0.027875177
重庆市,2023,0.39089064,13,2,0.766471397,0.085352926,0.875849113,1850,281,40624,5383,0.030466575
重庆市,2024,0.3869712,14,2,0.710182445,0.087966293,0.855535278,2193,367,40799,7320,0.031357382
四川省,1990,0.0878556,3,0,0.157938012,0.021391521,0.206021382,372,17,8716,1612,0.00672999
四川省,1991,0.0976206,4,0,0.187467346,0.02041686,0.207014244,436,11,7626,1476,0.007230758
四川省,1992,0.10128384,4,0,0.195079428,0.024423079,0.221710326,446,17,11023,1109,0.008051776
四川省,1993,0.11779404,4,0,0.197787973,0.024986472,0.239369269,625,14,7884,1986,0.009540308
四川省,1994,0.12827808,4,0,0.241137135,0.028463623,0.312408436,750,26,13301,2379,0.009766543
四川省,1995,0.1329552,4,1,0.238973676,0.0298398,0.290427339,607,23,10872,2084,0.009948278
四川省,1996,0.14079744,4,1,0.262376029,0.035115586,0.348445505,739,18,12875,1811,0.010375363
四川省,1997,0.152796,5,1,0.290047554,0.036888774,0.356824499,798,19,12028,2724,0.011752632
四川省,1998,0.1548288,5,1,0.298071245,0.033162781,0.385988198,883,21,12707,1852,0.011314889
四川省,1999,0.17437896,5,1,0.337121031,0.041529221,0.432355193,739,24,16714,2354,0.012761301
四川省,2000,0.179424,6,1,0.308734877,0.036938916,0.374718053,894,21,12354,2005,0.014189619
四川省,2001,0.183897,7,1,0.33592465,0.039821976,0.418365675,849,32,21975,2271,0.013408456
四川省,2002,0.19132344,7,1,0.348680592,0.044057005,0.422576082,1022,30,13488,2524,0.014320286
