alert_id,flight_plan_id,aircraft_id,city,city_code,route_id,timestamp,alert_type,severity,lat,lon,altitude_m,detection_source,confidence,disposal_status,response_time_min,closed_loop,data_nature,source_basis
AL0002689,FP006666,UAV00440,珠海,440400,RT_440400_045,2026-05-12 04:55:17,通信链路弱,中,22.059785,113.4144768,16.06,雷达,0.499,已闭环,13.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002690,FP001811,UAV01088,海口,460100,RT_460100_026,2026-06-07 16:47:33,超高风险,严重,20.0441723,110.0727788,97.95,5G-A通感,0.602,处理中,9.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002691,FP002385,UAV00822,珠海,440400,RT_440400_049,2026-04-01 17:54:25,超高风险,严重,22.2819888,113.4942943,61.97,无人机云系统,0.803,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002692,FP006320,UAV02504,上海,310000,RT_310000_043,2026-02-18 16:37:48,人群密集区飞越,高,31.1045028,121.3450517,5.97,雷达,0.82,误报,14.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002693,FP007916,UAV02366,苏州,320500,RT_320500_045,2026-04-15 23:47:48,气象风险,中,31.281368,120.5732337,73.13,射频,0.743,已闭环,2.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002694,FP002879,UAV01859,杭州,330100,RT_330100_010,2026-06-08 12:57:39,低电量告警,中,30.1381513,120.0111148,13.15,射频,0.901,已闭环,16.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002695,FP001628,UAV00688,南京,320100,RT_320100_046,2026-02-05 05:21:30,速度异常,中,32.12606,118.859254,126.6,射频,0.984,处理中,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002696,FP005090,UAV02193,东莞,441900,RT_441900_020,2026-04-26 00:08:23,电子围栏越界,高,23.1801442,113.5789602,81.64,雷达,0.811,已闭环,9.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002697,FP007459,UAV00575,苏州,320500,RT_320500_048,2026-06-27 21:55:36,通信链路弱,中,31.4560161,120.766892,113.24,5G-A通感,0.743,误报,14.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002698,FP002338,UAV00661,东莞,441900,RT_441900_025,2026-04-20 01:23:02,低电量告警,中,23.0434024,113.8208712,52.79,光电,0.539,已闭环,11.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002699,FP007427,UAV01009,东莞,441900,RT_441900_050,2026-03-06 01:53:10,速度异常,中,23.1511321,113.7404142,17.21,无人机云系统,0.869,已闭环,21.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002700,FP004294,UAV00493,深圳,440300,RT_440300_002,2026-02-14 10:41:02,超高风险,严重,22.7112941,114.2526124,0.0,5G-A通感,0.521,待核查,2.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002701,FP007580,UAV00909,南通,320600,RT_320600_028,2026-03-15 19:43:33,人群密集区飞越,高,31.9734633,120.8968987,76.65,无人机云系统,0.859,已闭环,4.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002702,FP007250,UAV00676,厦门,350200,RT_350200_018,2026-04-01 17:58:47,气象风险,中,24.683093,117.8680963,0.45,无人机云系统,0.896,已闭环,41.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002703,FP003332,UAV00191,深圳,440300,RT_440300_005,2026-02-11 09:10:38,人群密集区飞越,高,22.6903303,113.7952572,27.22,射频,0.927,已闭环,3.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002704,FP005885,UAV00582,深圳,440300,RT_440300_023,2026-04-11 16:03:22,疑似黑飞目标,严重,22.4635544,114.0023729,26.87,射频,0.84,待核查,4.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002705,FP002317,UAV00773,郑州,410100,RT_410100_053,2026-01-19 02:54:20,速度异常,中,34.607431,113.4613891,34.26,无人机云系统,0.825,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002706,FP005544,UAV00966,厦门,350200,RT_350200_004,2026-05-24 17:30:55,疑似黑飞目标,严重,24.4383513,118.0326377,78.43,光电,0.775,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002707,FP004477,UAV00166,郑州,410100,RT_410100_052,2026-05-30 11:16:24,通信链路弱,中,34.6393227,113.5852487,8.69,雷达,0.785,已闭环,22.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002708,FP000923,UAV02011,海口,460100,RT_460100_048,2026-02-01 19:21:06,远程识别异常,高,20.1062517,110.1215031,23.17,融合识别,0.909,已闭环,9.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002709,FP000587,UAV02617,合肥,340100,RT_340100_052,2026-03-14 02:41:59,气象风险,中,31.9252563,117.3887809,92.46,无人机云系统,0.99,已闭环,61.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002710,FP004129,UAV02167,南通,320600,RT_320600_007,2026-06-16 23:18:55,远程识别异常,高,32.0728108,120.8958059,61.7,雷达,0.872,处理中,30.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002711,FP004873,UAV01475,杭州,330100,RT_330100_007,2026-01-18 04:38:08,低电量告警,中,30.4021055,119.8868833,10.14,无人机云系统,0.566,处理中,6.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002712,FP001622,UAV01594,深圳,440300,RT_440300_002,2026-06-07 14:38:14,禁飞区接近,严重,22.6912083,114.2593914,35.9,雷达,0.791,误报,6.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002713,FP005434,UAV01935,青岛,370200,RT_370200_018,2026-03-10 03:58:38,禁飞区接近,严重,35.9985043,120.4155808,52.0,5G-A通感,0.796,待核查,3.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002714,FP005498,UAV01566,武汉,420100,RT_420100_049,2026-04-25 21:18:25,人群密集区飞越,高,30.5832393,114.2521992,42.56,融合识别,0.946,已闭环,6.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002715,FP003492,UAV02292,郑州,410100,RT_410100_046,2026-01-03 20:52:35,人群密集区飞越,高,34.7499864,113.5683775,76.11,雷达,0.714,已闭环,3.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002716,FP005099,UAV01078,南通,320600,RT_320600_013,2026-03-29 07:54:39,电子围栏越界,高,32.0166129,120.7981207,105.43,融合识别,0.545,已闭环,1.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002717,FP001870,UAV01173,苏州,320500,RT_320500_021,2026-02-25 11:57:55,电子围栏越界,高,31.3357434,120.3698465,105.47,射频,0.796,已闭环,4.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002718,FP003789,UAV00439,郑州,410100,RT_410100_022,2026-04-24 15:32:37,速度异常,中,34.8110519,113.4072014,98.42,无人机云系统,0.665,已闭环,1.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002719,FP000952,UAV02366,郑州,410100,RT_410100_054,2026-05-23 04:30:09,远程识别异常,高,34.627153,113.5828519,49.47,光电,0.715,已闭环,6.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002720,FP003219,UAV02545,南京,320100,RT_320100_049,2026-06-09 12:15:16,禁飞区接近,严重,32.0204056,118.5978908,18.04,光电,0.506,处理中,3.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002721,FP000572,UAV01174,珠海,440400,RT_440400_002,2026-05-26 03:34:41,气象风险,中,22.0786133,113.653622,50.13,融合识别,0.739,待核查,2.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002722,FP004684,UAV02136,北京,110000,RT_110000_039,2026-06-07 03:07:11,远程识别异常,高,39.9085039,116.4671627,0.08,雷达,0.718,误报,2.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002723,FP003985,UAV01967,郑州,410100,RT_410100_028,2026-05-08 10:41:34,速度异常,中,34.6196169,113.4601054,91.91,无人机云系统,0.743,待核查,45.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002724,FP006209,UAV00568,郑州,410100,RT_410100_058,2026-03-31 10:41:16,电子围栏越界,高,34.7549782,113.5749956,88.69,射频,0.805,误报,3.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002725,FP006964,UAV02471,南京,320100,RT_320100_050,2026-02-06 18:35:50,疑似黑飞目标,严重,32.2209445,119.0174024,42.66,光电,0.958,已闭环,11.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002726,FP000264,UAV02147,南通,320600,RT_320600_057,2026-01-11 08:10:23,禁飞区接近,严重,31.8171584,120.6458661,94.65,无人机云系统,0.29,已闭环,10.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002727,FP000119,UAV00278,上海,310000,RT_310000_048,2026-01-03 03:43:46,气象风险,中,31.161344,121.5523498,81.11,雷达,0.681,处理中,12.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002728,FP003853,UAV00438,青岛,370200,RT_370200_015,2026-04-15 10:35:32,通信链路弱,中,36.1902466,120.2139892,109.35,融合识别,0.884,待核查,20.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002729,FP000378,UAV01866,成都,510100,RT_510100_020,2026-03-15 20:15:07,禁飞区接近,严重,30.4488358,104.1509979,30.48,雷达,0.58,待核查,2.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002730,FP007628,UAV01188,上海,310000,RT_310000_034,2026-05-18 03:30:31,远程识别异常,高,31.1805703,121.4040613,31.31,光电,0.457,待核查,10.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002731,FP004399,UAV02703,珠海,440400,RT_440400_056,2026-04-10 08:50:26,超高风险,严重,22.4713059,113.7450004,19.31,雷达,0.838,已闭环,5.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002732,FP005562,UAV01962,西安,610100,RT_610100_037,2026-02-15 00:05:53,远程识别异常,高,34.1949138,108.9027852,53.99,融合识别,0.795,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002733,FP003676,UAV01524,珠海,440400,RT_440400_021,2026-03-15 08:59:29,人群密集区飞越,高,22.2761645,113.3354602,24.22,射频,0.729,已闭环,9.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002734,FP000113,UAV01226,深圳,440300,RT_440300_040,2026-06-04 07:01:01,气象风险,中,22.4360565,114.2268354,39.12,5G-A通感,0.656,处理中,0.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002735,FP000311,UAV02072,青岛,370200,RT_370200_009,2026-06-04 01:11:23,低电量告警,中,36.2260222,120.1953871,75.73,光电,0.464,已闭环,3.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002736,FP000507,UAV01594,深圳,440300,RT_440300_030,2026-06-14 15:26:18,远程识别异常,高,22.6271846,114.2270034,97.72,光电,0.728,处理中,3.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002737,FP004236,UAV00211,合肥,340100,RT_340100_007,2026-01-25 17:01:24,通信链路弱,中,31.8673832,117.1109302,69.91,光电,0.76,已闭环,26.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002738,FP004862,UAV02402,广州,440100,RT_440100_015,2026-06-20 12:58:56,远程识别异常,高,23.1375231,113.3521195,41.05,雷达,0.744,处理中,5.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002739,FP003997,UAV02265,武汉,420100,RT_420100_013,2026-04-01 20:22:47,通信链路弱,中,30.63585,114.1293229,18.34,光电,0.898,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002740,FP003338,UAV00677,东莞,441900,RT_441900_034,2026-02-11 18:25:19,低电量告警,中,22.8851333,113.9081582,138.86,5G-A通感,0.927,已闭环,33.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002741,FP006069,UAV01849,海口,460100,RT_460100_035,2026-05-05 16:42:53,远程识别异常,高,20.1289348,110.1222686,7.81,光电,0.487,已闭环,0.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002742,FP005134,UAV00088,广州,440100,RT_440100_007,2026-03-12 04:03:56,低电量告警,中,23.2144906,113.2136729,45.69,光电,0.673,已闭环,2.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002743,FP003360,UAV01526,青岛,370200,RT_370200_002,2026-02-10 14:10:25,气象风险,中,36.2308707,120.429705,29.63,融合识别,0.744,已闭环,29.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002744,FP006935,UAV01223,青岛,370200,RT_370200_012,2026-02-02 00:36:21,速度异常,中,36.0637967,120.2890738,4.48,光电,0.961,已闭环,7.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002745,FP007145,UAV01674,南通,320600,RT_320600_039,2026-03-16 21:49:57,通信链路弱,中,31.9593905,120.830242,87.25,射频,0.715,已闭环,13.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002746,FP005512,UAV02332,武汉,420100,RT_420100_053,2026-03-27 15:25:54,通信链路弱,中,30.6226702,114.3283567,59.64,雷达,0.425,已闭环,1.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002747,FP001796,UAV01891,东莞,441900,RT_441900_041,2026-04-16 20:16:11,禁飞区接近,严重,22.8484353,113.6582708,100.87,5G-A通感,0.888,处理中,9.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002748,FP002610,UAV02245,厦门,350200,RT_350200_049,2026-04-29 23:21:01,电子围栏越界,高,24.4306001,117.9592279,93.58,5G-A通感,0.695,误报,1.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002749,FP002332,UAV01527,合肥,340100,RT_340100_030,2026-06-25 02:17:23,疑似黑飞目标,严重,31.8789973,117.3787785,96.34,无人机云系统,0.882,已闭环,9.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002750,FP001756,UAV01181,北京,110000,RT_110000_054,2026-05-21 03:06:24,电子围栏越界,高,39.9859757,116.396876,65.92,雷达,0.767,已闭环,16.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002751,FP005094,UAV00555,深圳,440300,RT_440300_051,2026-06-27 00:33:44,电子围栏越界,高,22.6584068,114.214817,54.23,融合识别,0.924,误报,14.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002752,FP001097,UAV01785,广州,440100,RT_440100_048,2026-04-11 03:10:39,气象风险,中,23.0106316,113.0772022,8.79,无人机云系统,0.87,已闭环,18.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002753,FP006745,UAV00269,成都,510100,RT_510100_037,2026-01-13 11:00:23,速度异常,中,30.3826928,104.1335326,86.16,光电,0.929,已闭环,23.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002754,FP007218,UAV00041,郑州,410100,RT_410100_037,2026-02-20 21:17:30,气象风险,中,34.6740176,113.8007277,0.36,融合识别,0.734,待核查,5.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002755,FP004286,UAV01163,武汉,420100,RT_420100_044,2026-01-22 10:49:18,人群密集区飞越,高,30.7066528,114.3798248,39.16,无人机云系统,0.912,待核查,25.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002756,FP005460,UAV00595,长沙,430100,RT_430100_053,2026-02-27 16:46:47,超高风险,严重,28.2348986,112.9937544,99.39,雷达,0.572,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002757,FP005588,UAV00514,武汉,420100,RT_420100_055,2026-05-07 13:27:22,气象风险,中,30.5168927,114.2165275,69.1,融合识别,0.8,处理中,15.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002758,FP004819,UAV01681,重庆,500000,RT_500000_023,2026-06-28 02:34:40,低电量告警,中,29.4729114,106.7763833,96.11,雷达,0.951,已闭环,2.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002759,FP004753,UAV01232,重庆,500000,RT_500000_008,2026-01-24 00:42:32,电子围栏越界,高,29.5416588,106.7410595,50.08,雷达,0.894,处理中,8.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002760,FP000237,UAV00442,青岛,370200,RT_370200_034,2026-01-23 08:33:00,远程识别异常,高,36.1923867,120.4080971,27.37,无人机云系统,0.778,已闭环,5.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002761,FP007599,UAV00275,南通,320600,RT_320600_037,2026-03-29 18:59:05,远程识别异常,高,31.8140502,120.9568168,21.02,无人机云系统,0.855,已闭环,12.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002762,FP005611,UAV00991,上海,310000,RT_310000_052,2026-03-12 16:04:11,低电量告警,中,31.3678113,121.4597649,88.59,光电,0.499,已闭环,6.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002763,FP001603,UAV00200,南京,320100,RT_320100_040,2026-02-08 12:40:29,电子围栏越界,高,32.0633954,118.603874,68.05,无人机云系统,0.728,已闭环,6.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002764,FP003657,UAV02565,苏州,320500,RT_320500_055,2026-02-04 06:42:15,禁飞区接近,严重,31.4352118,120.6246952,53.22,无人机云系统,0.705,已闭环,3.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002765,FP000205,UAV01179,厦门,350200,RT_350200_047,2026-01-24 11:38:16,远程识别异常,高,24.4353094,118.1105897,54.78,5G-A通感,0.753,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002766,FP000850,UAV02492,海口,460100,RT_460100_032,2026-06-11 05:06:49,电子围栏越界,高,19.9672089,110.1850641,13.01,射频,0.686,已闭环,1.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002767,FP004368,UAV00046,重庆,500000,RT_500000_009,2026-04-24 06:49:22,速度异常,中,29.4231152,106.6336606,9.48,雷达,0.707,已闭环,4.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002768,FP003784,UAV00750,上海,310000,RT_310000_004,2026-01-18 20:37:19,人群密集区飞越,高,31.2938937,121.7351353,25.11,融合识别,0.622,处理中,4.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002769,FP002091,UAV01054,合肥,340100,RT_340100_027,2026-01-23 02:17:21,通信链路弱,中,31.8555725,117.349946,60.68,无人机云系统,0.874,已闭环,2.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002770,FP002408,UAV00239,长沙,430100,RT_430100_035,2026-01-14 16:52:50,电子围栏越界,高,28.3383048,112.8177164,46.48,光电,0.565,已闭环,14.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002771,FP004257,UAV00053,郑州,410100,RT_410100_015,2026-03-06 22:16:23,电子围栏越界,高,34.5950723,113.5903524,27.1,融合识别,0.803,已闭环,1.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002772,FP000821,UAV01569,苏州,320500,RT_320500_049,2026-06-20 23:59:59,速度异常,中,31.2425958,120.596701,56.07,光电,0.734,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002773,FP007876,UAV00803,海口,460100,RT_460100_055,2026-05-13 13:17:28,低电量告警,中,20.1769114,110.1726162,72.24,射频,0.917,已闭环,6.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002774,FP006522,UAV01025,南通,320600,RT_320600_058,2026-05-22 20:58:38,通信链路弱,中,31.8320979,120.9429166,0.26,雷达,0.724,已闭环,7.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002775,FP003243,UAV00510,厦门,350200,RT_350200_058,2026-01-05 13:19:16,远程识别异常,高,24.5505127,118.1021786,40.89,5G-A通感,0.713,已闭环,10.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002776,FP006195,UAV02720,郑州,410100,RT_410100_048,2026-05-28 18:01:56,低电量告警,中,34.7186607,113.4351199,107.23,融合识别,0.742,已闭环,15.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002777,FP006191,UAV01702,厦门,350200,RT_350200_028,2026-01-14 08:05:05,电子围栏越界,高,24.6015985,118.2463009,1.2,光电,0.608,处理中,0.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002778,FP005443,UAV01886,合肥,340100,RT_340100_027,2026-01-23 07:02:36,低电量告警,中,31.8464295,117.3458218,12.44,雷达,0.773,已闭环,14.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002779,FP006757,UAV00359,海口,460100,RT_460100_028,2026-01-12 22:28:30,电子围栏越界,高,20.2155756,110.1518795,68.21,光电,0.825,已闭环,4.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002780,FP002019,UAV02583,北京,110000,RT_110000_026,2026-04-07 13:59:14,超高风险,严重,39.8986326,116.4666065,97.5,5G-A通感,0.66,误报,2.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002781,FP004216,UAV00634,成都,510100,RT_510100_029,2026-01-20 14:58:34,气象风险,中,30.6838326,104.2180051,74.39,融合识别,0.683,已闭环,6.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002782,FP000219,UAV01110,珠海,440400,RT_440400_054,2026-03-22 02:43:05,电子围栏越界,高,22.114239,113.4943096,41.63,5G-A通感,0.71,已闭环,5.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002783,FP007970,UAV02206,南通,320600,RT_320600_049,2026-01-04 17:01:10,通信链路弱,中,31.9152619,120.8241378,127.26,光电,0.808,已闭环,10.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002784,FP004093,UAV00921,南通,320600,RT_320600_010,2026-06-20 09:21:16,低电量告警,中,31.9759845,120.7949894,85.53,光电,0.28,待核查,24.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002785,FP001152,UAV01031,东莞,441900,RT_441900_036,2026-02-28 20:23:51,远程识别异常,高,22.8967165,113.9344891,65.03,雷达,0.873,已闭环,1.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002786,FP005091,UAV02221,上海,310000,RT_310000_054,2026-06-20 06:18:44,通信链路弱,中,31.0718718,121.6776752,42.14,光电,0.504,处理中,2.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002787,FP006843,UAV00956,珠海,440400,RT_440400_047,2026-03-06 17:16:40,低电量告警,中,22.2963692,113.4510118,83.97,5G-A通感,0.963,处理中,10.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0002788,FP006631,UAV01027,南京,320100,RT_320100_057,2026-04-15 12:05:37,低电量告警,中,32.1736538,118.998892,16.02,无人机云系统,0.876,已闭环,11.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
